Date,Y,ft1,ft11
1980-08-14,2.833025,1398384.0,2.745543623
1980-08-15,2.81471,783120.0,2.766834969
1980-08-18,2.765862,955344.0,2.735932663
1980-08-19,2.735334,1455168.0,2.741013517
1980-08-20,2.753654,1036464.0,2.752312988
1980-08-21,2.78418,929136.0,2.766559349
1980-08-22,2.765862,1108848.0,2.778895421
1980-08-25,2.735334,889824.0,2.769613638
1980-08-26,2.735334,902304.0,2.757396253
1980-08-27,2.680383,2165280.0,2.742914821
1980-08-28,2.662067,693264.0,2.741304565
1980-08-29,2.662067,1530048.0,2.751896337
1980-09-02,2.692596,1095120.0,2.747747847
1980-09-03,2.6987,1094496.0,2.771578489
1980-09-04,2.686489,1050192.0,2.808804496
1980-09-05,2.643751,1085136.0,2.813294903
1980-09-08,2.55827,1094496.0,2.799523682
1980-09-09,2.594904,1696656.0,2.795760541
1980-09-10,2.61322,1273584.0,2.790564342
1980-09-11,2.625434,1374672.0,2.78542337
1980-09-12,2.619327,934128.0,2.7715323
1980-09-15,2.619327,462384.0,2.775834019
1980-09-16,2.619328,2274480.0,2.779696565
1980-09-17,2.70602,1779024.0,2.794404681
1980-09-18,2.699827,1075152.0,2.786195032
1980-09-19,2.699827,2151552.0,2.769296174
1980-09-22,2.761751,1363440.0,2.759691648
1980-09-23,2.70602,1419600.0,2.751818095
1980-09-24,2.693634,1173744.0,2.757301225
1980-09-25,2.681251,565344.0,2.744194762
1980-09-26,2.656481,1029600.0,2.762993708
1980-09-29,2.588366,979056.0,2.777271103
1980-09-30,2.606943,652704.0,2.74514777
1980-10-01,2.582173,2052960.0,2.742809644
1980-10-02,2.60075,877968.0,2.766869892
1980-10-03,2.662674,719472.0,2.774403
1980-10-06,2.724595,877344.0,2.774987773
1980-10-07,2.693634,1009632.0,2.806928405
1980-10-08,2.681251,3285984.0,2.809408973
1980-10-09,2.693634,909792.0,2.800726136
1980-10-10,2.650287,1106976.0,2.816187766
1980-10-13,2.656481,747552.0,2.816319772
1980-10-14,2.662674,1890096.0,2.823350329
1980-10-15,2.675057,888576.0,2.808921689
1980-10-16,2.681251,1557504.0,2.789592466
1980-10-17,2.662674,585312.0,2.792630872
1980-10-20,2.644096,656448.0,2.775232612
1980-10-21,2.668865,1274832.0,2.770482731
1980-10-22,2.656481,953472.0,2.76700688
1980-10-23,2.60075,1158144.0,2.78043535
1980-10-24,2.588366,1445184.0,2.766183402
1980-10-27,2.582173,1490112.0,2.759036107
1980-10-28,2.594557,1407744.0,2.776324916
1980-10-29,2.637904,1005888.0,2.762839273
1980-10-30,2.668865,658320.0,2.77708525
1980-10-31,2.681251,676416.0,2.762017968
1980-11-03,2.693634,1890096.0,2.774420224
1980-11-05,2.761751,2685696.0,2.782670899
1980-11-06,2.71221,1241760.0,2.798704343
1980-11-07,2.699827,947856.0,2.776266829
1980-11-10,2.724595,774384.0,2.760768921
1980-11-11,2.767941,828048.0,2.745924149
1980-11-12,2.811288,788112.0,2.7299139
1980-11-13,2.854635,1863888.0,2.717383874
1980-11-14,2.885594,2903472.0,2.734623466
1980-11-17,2.885594,1751568.0,2.733605567
1980-11-18,2.947517,4034160.0,2.703430395
1980-11-19,2.990862,3519360.0,2.689607546
1980-11-20,3.046593,1561872.0,2.667551623
1980-11-21,3.08375,2774928.0,2.690817666
1980-11-24,3.08994,1929408.0,2.698990303
1980-11-25,3.08994,1701024.0,2.693182944
1980-11-26,3.071362,1504464.0,2.686849663
1980-11-28,3.065171,1302288.0,2.702162618
1980-12-01,2.984671,1674192.0,2.700112075
1980-12-02,2.997211,1822704.0,2.697689297
1980-12-03,3.003482,737568.0,2.676580579
1980-12-04,3.078727,1304784.0,2.671939097
1980-12-05,2.965858,1269216.0,2.682555374
1980-12-08,2.921967,1043952.0,2.704292624
1980-12-09,2.921967,1003392.0,2.700115841
1980-12-10,2.859265,1161888.0,2.725446412
1980-12-11,2.834184,1253616.0,2.728549809
1980-12-12,2.871804,1397136.0,2.728017232
1980-12-15,2.859265,795600.0,2.730692018
1980-12-16,2.909427,814944.0,2.73005122
1980-12-17,2.909427,680160.0,2.755896686
1980-12-18,2.890617,1185600.0,2.736328861
1980-12-19,2.909427,826176.0,2.732777006
1980-12-22,3.009751,1085760.0,2.725182969
1980-12-23,3.041103,1948128.0,2.725239269
1980-12-24,3.022293,656448.0,2.713664781
1980-12-26,3.047374,184080.0,2.719749743
1980-12-29,3.016024,447408.0,2.731820902
1980-12-30,3.016024,532896.0,2.731330488
1980-12-31,3.072455,491088.0,2.726293378
1981-01-02,3.103807,713232.0,2.734271108
1981-01-05,3.204131,2153424.0,2.725333864
1981-01-06,3.235483,2587104.0,2.69910774
1981-01-07,3.18532,2951520.0,2.708980044
1981-01-08,3.1477,1983072.0,2.713994688
1981-01-09,3.172779,1141296.0,2.691253449
1981-01-12,3.172779,2209584.0,2.68655383
1981-01-13,3.135158,1730976.0,2.696560551
1981-01-14,3.059916,846144.0,2.688921178
1981-01-15,3.066185,1062672.0,2.683138847
1981-01-16,3.059916,1256112.0,2.693931035
1981-01-19,3.059916,969072.0,2.680371289
1981-01-20,2.997211,1015872.0,2.6730927
1981-01-21,2.990942,1362816.0,2.703992823
1981-01-22,3.003482,881088.0,2.7516014
1981-01-23,3.041103,862368.0,2.755753406
1981-01-26,3.110076,939120.0,2.765622797
1981-01-27,3.128889,933504.0,2.749083486
1981-01-28,3.116346,1336608.0,2.749686114
1981-01-29,3.084998,944112.0,2.753695332
1981-01-30,3.072455,710112.0,2.716235404
1981-02-02,3.041103,697008.0,2.722702661
1981-02-03,3.047374,1360944.0,2.725041307
1981-02-04,3.034833,1217424.0,2.756790293
1981-02-05,3.078727,1173120.0,2.729359697
1981-02-06,3.110076,1080768.0,2.737867466
1981-02-09,3.135158,1018992.0,2.736063377
1981-02-10,3.16651,1343472.0,2.736687093
1981-02-11,3.1477,757536.0,2.737173665
1981-02-12,3.128889,628368.0,2.739841375
1981-02-13,3.078727,1304784.0,2.727167574
1981-02-17,3.097538,579072.0,2.703343764
1981-02-18,3.1477,941616.0,2.687907745
1981-02-19,3.135158,801216.0,2.65784919
1981-02-20,3.172779,755040.0,2.67592041
1981-02-23,3.248023,1827072.0,2.642352583
1981-02-24,3.285645,2007408.0,2.659874439
1981-02-25,3.36089,1675440.0,2.663394514
1981-02-26,3.379701,3110640.0,2.642431739
1981-02-27,3.348348,1130064.0,2.614749861
1981-03-02,3.329326,1880736.0,2.627312686
1981-03-03,3.310299,818064.0,2.624686894
1981-03-04,3.329326,1378416.0,2.589078447
1981-03-05,3.303959,942864.0,2.609263092
1981-03-06,3.297617,1321632.0,2.606520038
1981-03-09,3.399082,1986816.0,2.614453391
1981-03-10,3.411766,2354352.0,2.628630924
1981-03-11,3.373716,1526928.0,2.624049612
1981-03-12,3.43713,955968.0,2.611097811
1981-03-13,3.399082,1133184.0,2.607189673
1981-03-16,3.475177,2200224.0,2.614993711
1981-03-17,3.418108,1271088.0,2.627367256
1981-03-18,3.443473,1367808.0,2.63793329
1981-03-19,3.405423,647712.0,2.627323958
1981-03-20,3.39274,936000.0,2.63124071
1981-03-23,3.399082,854256.0,2.616220263
1981-03-24,3.34835,2236416.0,2.602512726
1981-03-25,3.399082,1510080.0,2.625327789
1981-03-26,3.361032,1149408.0,2.619009984
1981-03-27,3.31664,1205568.0,2.651436851
1981-03-30,3.361032,867984.0,2.629639759
1981-03-31,3.399082,1113216.0,2.607943706
1981-04-01,3.411766,698880.0,2.598321977
1981-04-02,3.462497,1197456.0,2.616379849
1981-04-03,3.405423,1242384.0,2.647336592
1981-04-06,3.373716,549120.0,2.660518956
1981-04-07,3.303959,808080.0,2.651481767
1981-04-08,3.335665,1408992.0,2.647601413
1981-04-09,3.34835,1004016.0,2.637055235
1981-04-10,3.373716,818064.0,2.635932645
1981-04-13,3.354691,667680.0,2.644228352
1981-04-14,3.31664,926640.0,2.641645814
1981-04-15,3.361032,1178736.0,2.658345985
1981-04-16,3.342005,670800.0,2.667164828
1981-04-20,3.386397,1161888.0,2.655370885
1981-04-21,3.380058,1271712.0,2.65828084
1981-04-22,3.373716,643968.0,2.664689844
1981-04-23,3.399082,1174368.0,2.643820599
1981-04-24,3.475177,1673568.0,2.637745409
1981-04-27,3.538597,1024608.0,2.64658742
1981-04-28,3.449813,1111344.0,2.653549428
1981-04-29,3.354691,1498848.0,2.63424805
1981-04-30,3.329326,1090752.0,2.618003853
1981-05-01,3.310299,894192.0,2.605224063
1981-05-04,3.272249,1031472.0,2.547096974
1981-05-05,3.227858,1739088.0,2.561999014
1981-05-06,3.2342,1484496.0,2.562842448
1981-05-07,3.240542,700128.0,2.609281399
1981-05-08,3.2342,1153776.0,2.604629212
1981-05-11,3.202492,1719120.0,2.599331668
1981-05-12,3.208834,1590576.0,2.632710354
1981-05-13,3.208834,1244256.0,2.645031834
1981-05-14,3.240542,1226160.0,2.635606387
1981-05-15,3.278594,986544.0,2.660954266
1981-05-18,3.297617,1702272.0,2.630786726
1981-05-19,3.297617,822432.0,2.636441825
1981-05-20,3.310299,1039584.0,2.615244838
1981-05-21,3.31664,960336.0,2.638055867
1981-05-22,3.31664,1025856.0,2.668736791
1981-05-26,3.354691,655200.0,2.669724547
1981-05-27,3.367374,1143792.0,2.651770305
1981-05-28,3.354691,1048320.0,2.653207446
1981-05-29,3.335665,670176.0,2.64455343
1981-06-01,3.34835,900432.0,2.646951198
1981-06-02,3.342005,1022112.0,2.643167243
1981-06-03,3.361032,763776.0,2.620755762
1981-06-04,3.363599,2723136.0,2.605748146
1981-06-05,3.389277,889200.0,2.648183185
1981-06-08,3.395696,755664.0,2.679140532
1981-06-09,3.37002,1017744.0,2.654804018
1981-06-10,3.402115,2078544.0,2.668151862
1981-06-11,3.43421,1066416.0,2.647491122
1981-06-12,3.402115,1606800.0,2.678141296
1981-06-15,3.402115,990912.0,2.683070163
1981-06-16,3.382855,1649232.0,2.665282089
1981-06-17,3.376437,1072656.0,2.666803656
1981-06-18,3.337924,1153152.0,2.658111348
1981-06-19,3.318668,901056.0,2.648366037
1981-06-22,3.28657,841776.0,2.656680345
1981-06-23,3.312246,1261728.0,2.663562612
1981-06-24,3.312246,931008.0,2.662981453
1981-06-25,3.299411,833040.0,2.676281266
1981-06-26,3.280152,818064.0,2.697482909
1981-06-29,3.2288,839280.0,2.679188937
1981-06-30,3.177446,1252992.0,2.656361898
1981-07-01,3.119675,1302912.0,2.648995275
1981-07-02,3.106836,1093872.0,2.648924975
1981-07-06,3.106836,754416.0,2.653657772
1981-07-07,3.119675,1173120.0,2.626316393
1981-07-08,3.151772,691392.0,2.593456713
1981-07-09,3.203123,937248.0,2.573969786
1981-07-10,3.254476,1412736.0,2.567968955
1981-07-13,3.241637,695760.0,2.538066306
1981-07-14,3.260894,989664.0,2.532767509
1981-07-15,3.260894,833040.0,2.538247255
1981-07-16,3.248055,580944.0,2.538158955
1981-07-17,3.177446,1288560.0,2.541148402
1981-07-20,3.093999,1155024.0,2.521459566
1981-07-21,3.074741,1148160.0,2.529261722
1981-07-22,3.055484,1070784.0,2.526218354
1981-07-23,3.055484,619008.0,2.506015147
1981-07-24,3.068322,1392144.0,2.502621993
1981-07-27,3.087581,1676688.0,2.515939921
1981-07-28,3.068322,1254240.0,2.534897321
1981-07-29,3.061904,467376.0,2.529629103
1981-07-30,3.087581,788112.0,2.534108215
1981-07-31,3.132514,1213056.0,2.516174877
1981-08-03,3.100418,541632.0,2.52030266
1981-08-04,3.061904,481104.0,2.522464184
1981-08-05,3.119675,1324752.0,2.520566851
1981-08-06,3.106836,902304.0,2.528162297
1981-08-07,3.081159,568464.0,2.55159237
1981-08-10,3.049066,414960.0,2.549619717
1981-08-11,3.119675,1156896.0,2.562530651
1981-08-12,3.081159,1108848.0,2.548910174
1981-08-13,3.055484,849264.0,2.515305499
1981-08-14,2.984876,886704.0,2.538284503
1981-08-17,2.978455,559104.0,2.518128607
1981-08-18,2.965617,945984.0,2.506032811
1981-08-19,2.939939,1118832.0,2.509052181
1981-08-20,2.939939,886080.0,2.516731074
1981-08-21,2.939939,735696.0,2.510362169
1981-08-24,2.869331,1544400.0,2.472869349
1981-08-25,2.901427,2418000.0,2.468448202
1981-08-26,2.895007,762528.0,2.473321084
1981-08-27,2.862912,437424.0,2.45802169
1981-08-28,2.907844,719472.0,2.447837098
1981-08-31,2.869331,533520.0,2.439439063
1981-09-01,2.895007,1775904.0,2.431940312
1981-09-02,2.888587,980928.0,2.416088515
1981-09-03,2.888587,684528.0,2.416848223
1981-09-04,2.850074,1410864.0,2.388213018
1981-09-08,2.824396,805584.0,2.378591508
1981-09-09,2.785882,3277872.0,2.384876946
1981-09-10,2.760207,1581216.0,2.396729989
1981-09-11,2.811557,3232944.0,2.394250032
1981-09-14,2.811557,1319136.0,2.391598118
1981-09-15,2.814165,1419600.0,2.405940764
1981-09-16,2.788107,644592.0,2.400859761
1981-09-17,2.742506,1304160.0,2.409122422
1981-09-18,2.709936,1225536.0,2.390753486
1981-09-21,2.788107,1614288.0,2.388107477
1981-09-22,2.820679,869232.0,2.385186119
1981-09-23,2.775079,1777152.0,2.416096405
1981-09-24,2.735993,995280.0,2.398919998
1981-09-25,2.71645,1445808.0,2.427190472
1981-09-28,2.820679,1813344.0,2.435765598
1981-09-29,2.859765,1556256.0,2.414455571
1981-09-30,2.859765,465504.0,2.414113563
1981-10-01,2.937935,931632.0,2.413537038
1981-10-02,2.924908,770016.0,2.402455075
1981-10-05,2.944451,1124448.0,2.375215822
1981-10-06,2.911877,627120.0,2.377384677
1981-10-07,2.95748,1003392.0,2.397757885
1981-10-08,3.009593,803088.0,2.387750178
1981-10-09,2.95748,747552.0,2.392254446
1981-10-12,2.898852,541632.0,2.381199618
1981-10-13,2.950964,760032.0,2.366207866
1981-10-14,2.892335,1714752.0,2.333007996
1981-10-15,2.918392,436176.0,2.319059512
1981-10-16,2.905364,601536.0,2.331600735
1981-10-19,2.872793,602160.0,2.339810532
1981-10-20,2.872793,1207440.0,2.335727739
1981-10-21,2.879308,620256.0,2.304493869
1981-10-22,2.827193,791856.0,2.295424172
1981-10-23,2.801135,624000.0,2.30378718
1981-10-26,2.820679,798096.0,2.30120878
1981-10-27,2.827193,1012128.0,2.296636876
1981-10-28,2.788107,792480.0,2.276182846
1981-10-29,2.768565,519792.0,2.24913904
1981-10-30,2.827193,1018368.0,2.257536992
1981-11-02,2.898852,1757808.0,2.260752039
1981-11-03,2.905364,1075152.0,2.245843107
1981-11-04,2.944451,1578096.0,2.24218578
1981-11-05,2.918392,871104.0,2.23741417
1981-11-06,2.879308,760032.0,2.227323272
1981-11-09,2.898852,1233648.0,2.226448528
1981-11-10,2.918392,1289184.0,2.211994225
1981-11-11,2.95748,990288.0,2.236406709
1981-11-12,2.977023,1153152.0,2.22351044
1981-11-13,2.944451,635856.0,2.216244408
1981-11-16,2.885821,856128.0,2.202113527
1981-11-17,2.911877,1015248.0,2.189159294
1981-11-18,2.885821,860496.0,2.206418916
1981-11-19,2.918392,499200.0,2.174849338
1981-11-20,2.970505,913536.0,2.204645785
1981-11-23,3.016107,1280448.0,2.19622132
1981-11-24,3.087765,1413984.0,2.185221187
1981-11-25,3.107305,1647360.0,2.177892339
1981-11-27,3.133365,716976.0,2.189923895
1981-11-30,3.146391,1641744.0,2.18814232
1981-12-01,3.155636,1550016.0,2.20822455
1981-12-02,3.122627,592176.0,2.226774759
1981-12-03,3.162235,1410864.0,2.228508442
1981-12-04,3.162235,1407120.0,2.239030582
1981-12-07,3.168838,1344096.0,2.260167507
1981-12-08,3.13583,984672.0,2.257246962
1981-12-09,3.142431,1697280.0,2.234405137
1981-12-10,3.162235,1569984.0,2.228468594
1981-12-11,3.149031,721344.0,2.239664894
1981-12-14,3.06321,1289808.0,2.233544261
1981-12-15,3.102821,823056.0,2.234428958
1981-12-16,3.083015,949104.0,2.259404995
1981-12-17,3.089616,813072.0,2.251129445
1981-12-18,3.09622,785616.0,2.236386739
1981-12-21,3.06321,662688.0,2.253970772
1981-12-22,3.06321,894192.0,2.26526256
1981-12-23,3.076412,759408.0,2.296623434
1981-12-24,3.06321,1073280.0,2.295623047
1981-12-28,3.056609,419328.0,2.309655017
1981-12-29,3.023601,775632.0,2.304376452
1981-12-30,3.030202,326352.0,2.298949364
1981-12-31,3.030202,433680.0,2.28486083
1982-01-04,3.083015,1128192.0,2.263390209
1982-01-05,3.030202,1361568.0,2.237263185
1982-01-06,3.023601,1000896.0,2.221417469
1982-01-07,3.043404,861744.0,2.177476538
1982-01-08,3.043404,609024.0,2.166085272
1982-01-11,2.98399,1063920.0,2.161423969
1982-01-12,2.970785,1216176.0,2.181497201
1982-01-13,2.944379,1347840.0,2.170327756
1982-01-14,2.931175,1179984.0,2.153180236
1982-01-15,2.957582,761904.0,2.144065577
1982-01-18,3.036803,901056.0,2.134053679
1982-01-19,3.043404,1434576.0,2.133072824
1982-01-20,3.06321,1692912.0,2.136003689
1982-01-21,3.129228,1341600.0,2.126512735
1982-01-22,3.116023,1085760.0,2.136412449
1982-01-25,3.102821,866112.0,2.151604773
1982-01-26,3.13583,1332240.0,2.167102426
1982-01-27,3.168838,1623024.0,2.191435522
1982-01-28,3.221653,1964352.0,2.210316131
1982-01-29,3.300874,2666976.0,2.208046512
1982-02-01,3.234855,1763424.0,2.185653201
1982-02-02,3.281067,1743456.0,2.19418842
1982-02-03,3.274465,990288.0,2.169935669
1982-02-04,3.300874,1843296.0,2.169046885
1982-02-05,3.32728,1364688.0,2.158688993
1982-02-08,3.274465,1186848.0,2.12956128
1982-02-09,3.208451,1901328.0,2.118092112
1982-02-10,3.241458,984048.0,2.10671751
1982-02-11,3.162235,1433952.0,2.093576514
1982-02-12,3.168838,1093872.0,2.07567131
1982-02-16,3.175441,1352208.0,2.043115394
1982-02-17,3.168838,1113216.0,2.048959855
1982-02-18,3.234855,2440464.0,2.036439876
1982-02-19,3.241458,1075152.0,2.035367167
1982-02-22,3.208451,1771536.0,2.024664413
1982-02-23,3.221653,1149408.0,2.029113258
1982-02-24,3.274465,2296944.0,2.058601894
1982-02-25,3.320678,1592448.0,2.056455219
1982-02-26,3.320678,819312.0,2.038780224
1982-03-01,3.340483,1439568.0,2.046996948
1982-03-02,3.300874,3368352.0,2.028152312
1982-03-03,3.270112,1825200.0,1.997864219
1982-03-04,3.216614,1828944.0,2.008245334
1982-03-05,3.2233,1471392.0,1.996786772
1982-03-08,3.209925,2310672.0,1.991793714
1982-03-09,3.24336,2120352.0,1.988357141
1982-03-10,3.24336,2179008.0,1.987730075
1982-03-11,3.24336,1797120.0,1.99294695
1982-03-12,3.169802,1367808.0,2.008343868
1982-03-15,3.203237,862992.0,2.014825995
1982-03-16,3.183176,1020864.0,1.986202339
1982-03-17,3.196552,1573104.0,1.980529436
1982-03-18,3.229986,871728.0,1.965083366
1982-03-19,3.209925,1410864.0,1.945467014
1982-03-22,3.256735,1797744.0,1.95806245
1982-03-23,3.303547,1178112.0,1.95145587
1982-03-24,3.283486,1705392.0,1.978300091
1982-03-25,3.303547,1657344.0,2.007339644
1982-03-26,3.290174,936624.0,2.001431742
1982-03-29,3.330296,1006512.0,2.003821118
1982-03-30,3.336985,811200.0,1.983538193
1982-03-31,3.390481,1810224.0,2.004266674
1982-04-01,3.443982,1752192.0,2.01417347
1982-04-02,3.437294,1252368.0,2.023216129
1982-04-05,3.437294,1093872.0,2.036990785
1982-04-06,3.450669,859872.0,2.03939582
1982-04-07,3.410545,975936.0,2.055365451
1982-04-08,3.437294,1171248.0,2.050310878
1982-04-12,3.417234,864240.0,2.052290717
1982-04-13,3.417234,777504.0,2.04574911
1982-04-14,3.397171,473616.0,2.052087285
1982-04-15,3.417234,709488.0,2.021376463
1982-04-16,3.417234,1892592.0,2.019229502
1982-04-19,3.450669,919152.0,2.002895581
1982-04-20,3.397171,520416.0,1.999190197
1982-04-21,3.410545,1040208.0,1.992419297
1982-04-22,3.430607,950976.0,2.004136063
1982-04-23,3.477418,2407392.0,1.993274808
1982-04-26,3.524231,1670448.0,1.957333846
1982-04-27,3.517542,1270464.0,1.944774157
1982-04-28,3.504167,1091376.0,1.974394374
1982-04-29,3.437294,1380912.0,1.972348557
1982-04-30,3.430607,1220544.0,1.971694054
1982-05-03,3.443982,585936.0,1.947153445
1982-05-04,3.504167,1148784.0,1.959129431
1982-05-05,3.524231,1400880.0,1.963259818
1982-05-06,3.490792,1786512.0,1.972713488
1982-05-07,3.490792,1743456.0,1.941950918
1982-05-10,3.430607,985920.0,1.951071122
1982-05-11,3.42392,1488240.0,1.944325279
1982-05-12,3.390481,2286336.0,1.941371067
1982-05-13,3.363734,909792.0,1.971702072
1982-05-14,3.350358,663936.0,1.954978862
1982-05-17,3.330296,1415232.0,1.93739804
1982-05-18,3.323609,881088.0,1.950423744
1982-05-19,3.330296,1360944.0,1.94132894
1982-05-20,3.330296,1603056.0,1.94120117
1982-05-21,3.350358,703248.0,1.932920418
1982-05-24,3.350358,1226160.0,1.928205825
1982-05-25,3.316922,1166256.0,1.945404917
1982-05-26,3.323609,1455792.0,1.949563052
1982-05-27,3.330296,716352.0,1.940343115
1982-05-28,3.310235,1574352.0,1.972138562
1982-06-01,3.303547,1796496.0,1.979732623
1982-06-02,3.323609,2484768.0,1.986439124
1982-06-03,3.301913,1385280.0,1.997829987
1982-06-04,3.288352,1162512.0,1.982165787
1982-06-07,3.281574,1962480.0,1.956446816
1982-06-08,3.288352,1437696.0,1.989456845
1982-06-09,3.295134,1517568.0,1.974950947
1982-06-10,3.308694,2203344.0,1.972689222
1982-06-11,3.362936,2846688.0,1.996421398
1982-06-14,3.322254,1410864.0,1.983226568
1982-06-15,3.322254,1184352.0,1.985734182
1982-06-16,3.322254,667680.0,1.963346714
1982-06-17,3.295134,981552.0,1.96064895
1982-06-18,3.281574,845520.0,1.954429575
1982-06-21,3.295134,984672.0,1.961181086
1982-06-22,3.362936,862992.0,1.936019218
1982-06-23,3.396835,1628640.0,1.955193739
1982-06-24,3.430736,1508208.0,1.925434698
1982-06-25,3.383276,898560.0,1.938685628
1982-06-28,3.437513,1076400.0,1.917220727
1982-06-29,3.457857,2118480.0,1.91378154
1982-06-30,3.451075,2412384.0,1.887756295
1982-07-01,3.444296,856128.0,1.922989142
1982-07-02,3.444296,1705392.0,1.933444874
1982-07-06,3.491756,990288.0,1.919034852
1982-07-07,3.444296,1026480.0,1.91291791
1982-07-08,3.512097,1817712.0,1.915631533
1982-07-09,3.573117,3237936.0,1.938356987
1982-07-12,3.715499,1546272.0,1.95052274
1982-07-13,3.668042,2581488.0,1.951521999
1982-07-14,3.715499,1546272.0,1.955810645
1982-07-15,3.695162,2112240.0,1.939287955
1982-07-16,3.76296,1699776.0,1.94688885
1982-07-19,3.729061,1586832.0,1.93644797
1982-07-20,3.729061,1459536.0,1.930446548
1982-07-21,3.688379,2298816.0,1.929807001
1982-07-22,3.674822,1111344.0,1.916598556
1982-07-23,3.654478,852384.0,1.918164775
1982-07-26,3.654478,1234896.0,1.931443235
1982-07-27,3.600238,2519712.0,1.925137669
1982-07-28,3.573117,1913808.0,1.935272775
1982-07-29,3.586679,2028000.0,1.935201875
1982-07-30,3.566339,1050192.0,1.908937312
1982-08-02,3.647698,1412736.0,1.902104565
1982-08-03,3.661261,2809872.0,1.939681989
1982-08-04,3.579898,1757808.0,1.929521948
1982-08-05,3.559558,1130064.0,1.920959673
1982-08-06,3.491756,2125968.0,1.944680949
1982-08-09,3.491756,1787760.0,1.96779486
1982-08-10,3.478198,4701840.0,1.948250016
1982-08-11,3.423956,1931280.0,1.943912604
1982-08-12,3.417176,1418976.0,1.94553342
1982-08-13,3.471417,859248.0,1.932037371
1982-08-16,3.471417,1857648.0,1.924315204
1982-08-17,3.708721,3765216.0,1.94046047
1982-08-18,3.688379,4362384.0,1.930711689
1982-08-19,3.708721,3858192.0,1.932979643
1982-08-20,3.796862,2654496.0,1.940276089
1982-08-23,3.857885,4049760.0,1.932491352
1982-08-24,3.830761,4687488.0,1.94795774
1982-08-25,3.864663,3785184.0,1.926778116
1982-08-26,3.959584,6772272.0,1.915425366
1982-08-27,3.932463,2049840.0,1.940737567
1982-08-30,3.986704,2653248.0,1.94002231
1982-08-31,4.08163,4216368.0,1.9479078
1982-09-01,4.020606,4481568.0,1.960336969
1982-09-02,4.129086,3430128.0,1.931608122
1982-09-03,4.237569,3523728.0,1.955937654
1982-09-07,4.169768,2811120.0,1.959559118
1982-09-08,4.108746,2925312.0,1.971876731
1982-09-09,4.054503,2211456.0,1.969879192
1982-09-10,4.040947,2212080.0,1.956840236
1982-09-13,4.135865,1668576.0,1.94887328
1982-09-14,4.156208,2148432.0,1.937545165
1982-09-15,4.149428,1777776.0,1.905443985
1982-09-16,4.129086,2176512.0,1.894927922
1982-09-17,4.108746,1005888.0,1.918736203
1982-09-20,4.095188,1905696.0,1.918449945
1982-09-21,4.190107,1552512.0,1.907045099
1982-09-22,4.190107,4295616.0,1.912626647
1982-09-23,4.176547,1876368.0,1.935128401
1982-09-24,4.115527,1564992.0,1.924233877
1982-09-27,4.18333,1137552.0,1.927742192
1982-09-28,4.168244,1529424.0,1.941261803
1982-09-29,4.120255,1986816.0,1.972266499
1982-09-30,4.099688,2306928.0,1.97609841
1982-10-01,4.209379,2244528.0,1.986146877
1982-10-04,4.168244,1988688.0,2.000739303
1982-10-05,4.188811,2223936.0,1.993696462
1982-10-06,4.415052,3905616.0,1.996563198
1982-10-07,4.456185,4021056.0,2.033846142
1982-10-08,4.511028,2907216.0,2.0443166
1982-10-11,4.552161,3002064.0,2.040843531
1982-10-12,4.531597,2908464.0,2.053202589
1982-10-13,4.565875,3016416.0,2.034955022
1982-10-14,4.449327,1748448.0,2.015685711
1982-10-15,4.373915,1997424.0,1.999972351
1982-10-18,4.654997,2021760.0,2.005708607
1982-10-19,4.600152,1836432.0,2.011241139
1982-10-20,4.668709,3765840.0,2.002531293
1982-10-21,4.668709,2892864.0,2.005445592
1982-10-22,4.675562,1929408.0,1.985337257
1982-10-25,4.572731,1721616.0,1.993749905
1982-10-26,4.613863,2105376.0,1.990100503
1982-10-27,4.648143,2281344.0,1.99477143
1982-10-28,4.62072,1392144.0,1.959890976
1982-10-29,4.709844,2339376.0,1.952868882
1982-11-01,4.819532,1889472.0,1.963897961
1982-11-02,4.87438,1438944.0,1.984264049
1982-11-03,5.121183,2583360.0,1.955376128
1982-11-04,4.990925,3685344.0,1.942225798
1982-11-05,5.038916,1596192.0,1.944906561
1982-11-08,4.922369,1782768.0,1.96821117
1982-11-09,5.011491,1956864.0,1.960556313
1982-11-10,4.936078,2032992.0,1.96950205
1982-11-11,4.990925,3012672.0,1.9630884
1982-11-12,4.97036,1623648.0,1.947339862
1982-11-15,4.846958,2182128.0,1.919766903
1982-11-16,4.812678,2408016.0,1.905070763
1982-11-17,4.881236,1823328.0,1.907769239
1982-11-18,4.97036,1728480.0,1.929438429
1982-11-19,4.963502,2368704.0,1.921785509
1982-11-22,4.805827,1814592.0,1.938187932
1982-11-23,4.819532,1612416.0,1.943950824
1982-11-24,4.853811,1716000.0,1.943245928
1982-11-26,4.853811,874224.0,1.940385586
1982-11-29,4.87438,1551888.0,1.932998163
1982-11-30,5.122181,3503760.0,1.952935279
1982-12-01,5.08065,3334032.0,1.946460592
1982-12-02,5.073725,2428608.0,1.91892784
1982-12-03,5.073725,1318512.0,1.955895143
1982-12-06,5.288305,2497872.0,1.920009737
1982-12-07,5.392133,2498496.0,1.927859876
1982-12-08,5.371369,2572752.0,1.929803252
1982-12-09,5.274463,1891344.0,1.91727938
1982-12-10,5.1914,1778400.0,1.933748801
1982-12-13,5.205244,666432.0,1.92042495
1982-12-14,5.170636,2613936.0,1.916017586
