Date,Y,ft1,ft2,ft3,ft4,ft5,ft6,ft7,ft8,ft9,ft10,ft11,ft12,ft13,ft14,ft15
1965-10-29,1.763849,129792.0,0.094736842,7.74e-05,0.081113461,0.000250027,-0.003844106,-0.007331048,0.006574001,0.029468319,0.013412705,0.209332073,0.018051907,-0.001285742,0.022386207,-0.027463488
1965-11-01,1.748933,131040.0,0.009615385,0.000290723,-0.165422955,0.001162778,0.00233386,-0.048099353,0.002327697,0.003160839,0.004759543,0.229113333,0.001262733,0.00420702,0.0078486,-0.017678485
1965-11-03,1.750797,149760.0,0.142857143,-0.002831207,0.583999394,0.003102175,0.004213579,0.006048347,0.006088745,0.022318564,0.000924319,0.240343547,-0.001993977,0.0088104,-0.000264986,0.01082235
1965-11-04,1.748933,292032.0,0.95,-0.000642066,0.242284143,-0.000309002,0.003607072,-0.01103731,0.009167999,0.037568114,0.004368816,0.229921453,0.002777572,-0.010662046,0.000193857,0.018003335
1965-11-05,1.739611,98592.0,-0.662393162,-0.000458844,-0.213604357,0.000747754,-0.001670938,0.025477662,0.013870184,0.007453801,0.021774332,0.251625832,-0.002772963,-0.005444169,0.018229913,0.005073897
1965-11-08,1.726559,164736.0,0.670886076,0.000669547,-0.100881411,0.004855652,0.002893475,0.040102168,0.003437392,0.05184468,0.03430174,0.290198171,0.043116502,0.001857904,-0.026544244,0.011512337
1965-11-09,1.700455,209664.0,0.272727273,-0.000686926,-0.368982363,-0.00659116,-0.000697391,0.019985955,0.005867015,0.002837451,0.00679642,0.308382375,0.020638699,0.014285585,-0.003282495,0.013717271
1965-11-10,1.724694,133536.0,-0.363095238,0.000679808,0.128022467,-0.005522413,0.000543361,-0.012255846,0.006205837,0.003258313,0.002505701,0.289311015,0.005958842,0.002355727,0.002638469,-0.002281395
1965-11-11,1.737746,133536.0,0.0,-0.001720071,0.142579185,-0.001964438,0.001979532,-0.020512196,0.020132902,0.004688743,0.058380388,0.285584609,0.008401789,-0.015395898,-0.009964533,-0.007879335
1965-11-12,1.745204,204672.0,0.53271028,8.09e-06,0.160110709,-0.005247989,0.005415411,0.010686931,0.00415495,0.010717843,0.01133153,0.274098223,0.04866682,0.001728261,-0.002302975,0.00401848
1965-11-15,1.709778,138528.0,-0.323170732,-0.000588813,0.113609531,-0.000790341,-0.00214874,0.045844389,0.001942402,0.003172247,0.007012899,0.299300517,-0.02456646,0.02546121,-0.005929843,-0.016779993
1965-11-16,1.720966,142272.0,0.027027027,-0.000932468,0.349425826,-0.008710709,0.00189017,-0.002819277,0.059400203,0.000137509,0.036380145,0.294705151,-0.023054987,0.019569208,-0.012921853,-0.020161579
1965-11-17,1.732152,98592.0,-0.307017544,0.000403166,0.067280149,0.00077629,-0.001636608,0.003712853,0.029188235,0.011860369,0.022411226,0.3039473,-0.014924253,0.01804197,-0.01144463,-0.00472736
1965-11-18,1.709778,235872.0,1.392405063,0.000947859,0.35810222,-0.00309486,-0.001149377,-0.016187478,0.01073881,0.098462398,0.027414062,0.321251437,-0.029708419,-0.005695116,-0.003662468,0.001922965
1965-11-19,1.709778,270816.0,0.148148148,0.000960246,-0.427905494,0.001532234,-0.000314734,-0.019539465,0.003308333,0.004448297,0.029056812,0.298587201,0.004034402,0.04183947,0.013125864,-0.000528223
1965-11-22,1.692997,153504.0,-0.433179724,-6.52e-05,0.338821778,0.003649729,-0.000310211,0.006229551,0.081173073,0.026969866,0.014677784,0.288656153,-0.003590764,-0.010382734,-0.042926985,0.017504624
1965-11-23,1.696727,114816.0,-0.25203252,0.00046698,-0.621463115,0.004479818,0.00259982,-0.007140942,0.008699195,0.024376069,0.004974634,0.298859683,-0.010259685,0.007958686,0.000976787,0.013981688
1965-11-24,1.68181,248352.0,1.163043478,8.45e-05,0.134728041,-0.007904554,0.002535031,0.016610691,0.009894359,0.055204284,0.005065027,0.277640577,-0.01360844,-0.015410225,0.003640302,0.016388854
1965-11-26,1.700455,431808.0,0.738693467,0.000236595,0.734390663,0.004299726,-0.004272097,-0.023578183,0.003045274,0.006664267,0.005296858,0.25067879,0.011871098,-0.012784001,0.026413833,-0.016088146
1965-11-29,1.706048,141024.0,-0.673410405,-0.002330761,0.051157249,-0.002124842,-0.002203894,-0.003387723,0.023545713,0.007614212,0.000296827,0.24222281,-0.015573944,-0.00550184,-0.044963633,-0.006071678
1965-11-30,1.696727,160992.0,0.14159292,-0.000816689,0.067782534,0.000932525,-0.005136672,0.033045482,0.012513764,0.030501317,0.007179841,0.242634303,-0.019574579,0.035914539,0.016163034,0.01253393
1965-12-01,1.696727,207168.0,0.286821705,-3.87e-05,0.124710538,0.001226888,0.001738235,-0.010197452,0.076881235,0.002932099,0.015133039,0.246999304,-0.012094726,0.016465326,0.041702504,-0.008828799
1965-12-02,1.711642,222144.0,0.072289157,-0.000955867,0.06259474,0.009259363,0.000477721,0.021671925,1.85e-05,0.043929398,0.009974647,0.253454737,0.012658029,0.005064845,-0.026118376,-0.018164893
1965-12-03,1.713507,121056.0,-0.45505618,0.000390754,0.435962934,1.11e-05,0.002133496,-0.069916629,0.000578461,0.015033314,0.001751609,0.256277835,0.006887145,-0.021000243,0.01598214,0.011416958
1965-12-06,1.698591,391872.0,0.0533904895645183,0.000214901,0.120128091,-0.001613754,-0.003831153,0.018778035,0.043856254,0.006058712,0.036121768,0.250439251,0.040828464,0.016657323,-0.018653583,-0.018137484
1965-12-07,1.721469,229632.0,-0.414012739,0.001351066,-0.422721343,-0.006280732,-0.004975476,-0.0123955,0.004768541,0.012514238,0.034405633,0.235300296,0.004201219,0.032216246,-0.013080534,0.003660678
1965-12-08,1.710216,260832.0,0.135869565,0.000799701,0.098919198,0.005262912,0.001942544,-0.020773258,0.012911796,0.015929922,0.014588544,0.2134464,-0.014679574,-0.014677391,0.008843818,0.046932387
1965-12-09,1.702717,257088.0,-0.014354067,-0.001466591,0.195885479,0.01041119,0.002923191,0.009483643,0.006744155,0.030073724,0.025716029,0.215494807,0.021696672,0.025651278,-0.015102485,-0.024959963
1965-12-10,1.695217,219648.0,-0.145631068,0.00040914,-0.166810752,0.012248687,0.002738195,0.004459865,0.01444547,0.006420377,0.006360914,0.210847735,0.035556946,-0.009784164,0.002464548,0.02572205
1965-12-13,1.702717,197184.0,-0.102272727,5.66e-05,-0.349450963,0.002180208,-0.003304767,0.042435905,0.010047108,0.003320985,0.006561623,0.199866651,0.007585824,0.0034259,-0.009435651,6.5e-05
1965-12-14,1.712092,250848.0,0.272151899,-0.000522532,0.307316799,0.005091443,-0.000592943,0.016212249,0.002282953,0.031720707,0.012763167,0.176200591,0.014749016,0.025641344,0.010481037,0.023554284
1965-12-15,1.712092,220896.0,-0.119402985,0.001057586,-0.047449627,-0.003725721,-0.003563276,0.006332596,0.061382632,0.014622011,0.023138513,0.181587214,0.000268456,-0.003881541,-0.011410872,0.004407606
1965-12-16,1.719594,197184.0,-0.107344633,0.000231278,0.121427274,-0.0038144,-0.000296885,0.004540116,0.005836941,0.022497333,0.007393972,0.177392824,0.009854001,-0.009325377,0.026469664,-0.003532907
1965-12-17,1.698967,240864.0,0.221518987,-0.000859078,-0.524648035,0.003577409,0.000373826,-0.004313028,0.007462122,0.066990097,0.00035031,0.187048132,-0.010331104,0.012705828,-0.002548714,-0.003838863
1965-12-20,1.698967,170976.0,-0.29015544,0.000214361,0.458761894,0.001543454,0.006948469,0.01298339,0.001616216,0.004866931,0.015668812,0.229386975,-0.014853782,0.001773664,0.003918677,-0.017910585
1965-12-21,1.69709,106080.0,-0.379562044,-0.000191469,0.621221093,-0.002414421,-0.001383071,0.00464789,0.008926472,0.058422232,0.008149825,0.232763133,0.013098038,-0.008949905,-0.024048701,0.024955133
1965-12-22,1.713967,174720.0,0.647058824,-0.001863127,-0.332393356,0.001490293,0.001817081,-0.006672505,0.015579568,0.026690429,0.007812396,0.23876906,0.01084038,0.010001765,-0.002218295,0.014718551
1965-12-23,1.736471,293280.0,0.678571429,-0.000205055,0.127005585,-0.001787843,-0.00964832,-0.012835835,0.047079218,0.037354042,0.006236931,0.23000752,0.011321491,0.008071798,0.028831872,-0.02744343
1965-12-27,1.734595,162240.0,-0.446808511,6.54e-05,0.38891229,-0.000197612,-0.000189526,-0.002444973,0.008002891,0.0013668,0.011584148,0.209276214,0.003853934,-0.027414709,-0.014669488,0.021431875
1965-12-28,1.740221,205920.0,0.269230769,-0.000423708,0.284295895,0.003086302,-0.004294511,0.004710826,0.016609494,0.018976457,0.064371914,0.246527212,0.003258709,0.005695479,0.002394575,-0.016287225
1965-12-29,1.753348,123552.0,-0.4,-0.000356504,-0.164672146,-0.000152963,-0.001939141,0.005174483,0.003816962,0.065321166,0.028498759,0.255681289,0.072765259,0.003389306,0.007400045,-0.004105624
1965-12-30,1.785227,218400.0,0.767676768,-0.000764595,-0.162882385,-0.006701858,-0.001855081,0.015615922,0.003929117,0.023174676,0.010029027,0.233761825,0.009558726,0.009687679,-0.000257185,0.00041553
1965-12-31,1.770225,255840.0,0.171428571,-0.00076997,-0.293044786,0.010674449,0.003031891,0.002193981,0.048340106,0.011941944,0.024495729,0.225347997,-0.011752422,0.033448033,-0.005453801,-0.002080807
1966-01-03,1.753348,139776.0,-0.453658537,-0.000721622,-0.272863587,0.005132188,0.001763689,-0.001369106,0.003468697,0.001583747,0.016668493,0.232594161,-0.001119952,0.028303927,0.005378063,0.008226734
1966-01-04,1.753348,192192.0,0.375,-0.000350383,0.148801059,-0.00278094,-0.005009904,-0.016291026,0.004640988,0.010541857,0.000271767,0.193054694,-0.020312997,-0.058412909,-0.028256559,-0.025270729
1966-01-05,1.766473,214656.0,0.116883117,-0.000360526,0.207042879,-0.003732033,0.001088278,0.026311801,0.010187199,0.006334292,0.024437362,0.184039844,-0.018229522,0.02168434,0.038066517,-0.014640567
1966-01-06,1.788976,227136.0,0.058139535,-0.001427881,-0.457921104,0.007775646,0.001105233,0.027832263,0.042998803,0.022262986,0.009984852,0.194303936,-0.046916713,0.016637983,0.001859289,-0.013175447
1966-01-07,1.794604,169728.0,-0.252747253,0.001687873,0.225813078,0.001184724,9.16e-05,-0.016752746,0.001222624,0.040023714,0.016563098,0.18859294,-0.017195114,0.004915696,-0.005137096,0.014728087
1966-01-10,1.790852,299520.0,0.764705882,-0.001009877,0.046590237,0.002604364,0.00315537,-0.00513522,0.004437196,0.079671284,0.010453865,0.209767423,-0.013799788,0.007340589,0.034045644,0.006598866
1966-01-11,1.788976,194688.0,-0.35,0.000445665,0.201236677,0.007297356,0.004854193,0.021218894,0.02961244,0.006326602,0.007927775,0.233062781,0.020989103,0.031343214,0.012790555,-0.001809874
1966-01-12,1.781475,195936.0,0.006410256,-0.001567893,0.045442683,-0.002051254,-0.003982436,0.002511739,0.042694436,0.074463204,0.001324662,0.242093817,-0.019673199,0.019585404,-0.022527734,0.002235697
1966-01-13,1.747722,151008.0,-0.229299363,-0.001352209,-0.285187137,-0.00563553,-0.003133524,1.22e-05,0.003334031,0.013462493,0.005059767,0.223755669,-0.03778363,0.046388361,0.004447994,0.006113063
1966-01-14,1.757097,162240.0,0.074380165,-0.000199681,0.601299184,0.008828827,0.004991587,0.03544626,0.007068181,0.050480647,0.007493728,0.210108211,0.019481343,-0.011133932,0.009327385,0.018091489
1966-01-17,1.745846,158496.0,-0.023076923,1.52e-05,0.292324741,-0.003994163,-0.001132442,0.031162092,0.03588491,0.005248738,0.020951636,0.201428334,0.059095714,0.008427405,0.006819758,0.0077844
1966-01-18,1.747722,148512.0,-0.062992126,0.000691063,-0.090486549,0.003336871,0.003976822,-0.010311886,0.114910963,0.005250898,0.009712049,0.208346253,-0.02254449,0.009364321,0.002823149,0.001852395
1966-01-19,1.742096,165984.0,0.117647059,0.001120131,-0.056949953,-0.001684443,-0.000316823,0.004304251,0.004099121,0.02376209,0.01130318,0.217620355,-0.046974142,0.009127623,0.015900608,-0.026633554
1966-01-20,1.743971,202176.0,0.218045113,0.001381955,0.302959447,-0.003875121,0.001053528,-0.017911039,0.014888834,0.017405053,0.086632683,0.220298296,0.011385874,-0.027723999,-0.022329245,0.016647094
1966-01-21,1.762724,160992.0,-0.203703704,0.001274804,0.042601844,0.004255305,0.001109319,-0.03107679,0.004309094,0.002895183,0.03708601,0.237315035,-0.002647065,0.002390553,0.005720412,-0.020859795
1966-01-24,1.749598,153504.0,-0.046511628,-0.0001488,-0.353966224,0.001303544,0.001899543,-0.000863698,0.012571431,0.037857684,0.00948743,0.212068354,-0.008472671,-0.002525005,0.001414709,0.029228144
1966-01-25,1.762724,146016.0,-0.048780488,-0.000497064,0.070404396,0.005958525,2.42e-05,-0.026742283,0.033855752,0.015745496,0.063887579,0.201982952,0.011254277,0.000820003,-0.004481579,0.023038857
1966-01-26,1.757097,230880.0,0.581196581,0.000849861,0.143241371,0.00921136,0.002151768,-0.003546166,0.082390804,0.019295467,0.005879213,0.209815538,0.002811965,0.030788843,-0.002931904,-0.030871144
1966-01-27,1.740221,253344.0,0.097297297,0.001265348,0.283293873,-0.006927514,-0.002377167,-0.013603963,0.009391597,0.003225237,0.051917754,0.229866147,-0.002704653,0.016969375,-0.017879163,-0.030276059
1966-01-28,1.717718,199680.0,-0.21182266,-0.00025939,-0.190758804,-0.006261423,-0.002676333,0.011662301,0.00358048,0.002498406,0.019625269,0.252629811,-0.013327342,0.014461523,-0.00919276,0.023738304
1966-01-31,1.721469,101088.0,-0.49375,0.000213495,-0.049506655,-0.003945956,-0.001623209,-0.008760313,0.009185628,0.031077115,0.039030435,0.286027218,0.008877397,-0.027313632,0.007028243,-0.007592542
1966-02-01,1.676463,180960.0,0.790123457,0.000309205,-0.282821091,0.010844,-0.001786549,-0.00758511,0.041535561,0.008545916,0.012610287,0.299681899,0.027108543,-0.010141424,-0.020186898,0.022452997
1966-02-02,1.706467,338208.0,0.868965517,-0.000582623,0.111364113,0.006931088,-0.003405424,0.007670612,0.021428942,0.003542912,0.008822411,0.301973827,-0.034056408,0.003659374,0.003047374,0.016881237
1966-02-03,1.706467,210912.0,-0.376383764,0.001537311,-0.381037666,-0.003765913,-0.000251731,-0.016141305,0.0472373,0.010870897,0.049214562,0.320632817,0.001511573,-0.001649625,-0.013422612,-0.041640285
1966-02-04,1.708342,160992.0,-0.236686391,-0.001640909,-0.41346907,0.000776199,-0.001734619,-0.005850836,0.006257347,0.010149918,0.013141767,0.36123176,0.002225627,-0.003564042,-0.006892113,-0.007971554
1966-02-07,1.70084,157248.0,-0.023255814,-0.000458569,-0.251960892,-0.005835987,0.00240446,0.039954664,0.000808979,0.005723072,0.005520522,0.359238781,0.020318405,-0.002400016,0.020689185,-0.001562164
1966-02-08,1.687714,179712.0,0.142857143,-0.001112115,0.068360798,-0.00689436,0.003750679,-0.009930107,0.002951182,0.024467544,0.00201734,0.379516583,-0.007404065,0.034113634,-0.024334298,0.00870171
1966-02-09,1.674588,280800.0,0.5625,0.001470922,0.212096608,-0.006323529,-0.000368528,-0.01996994,0.004093321,0.01695378,0.006124313,0.35464248,0.00738641,0.014158648,-0.016434804,0.035546117
1966-02-10,1.674588,298272.0,0.062222222,0.000686341,-0.017203825,0.000546924,0.000894952,-0.064452645,0.004981334,0.015540774,0.005264327,0.355187655,-0.012865117,-0.005188552,-0.005561255,-0.005232995
1966-02-11,1.66146,199680.0,-0.330543933,-0.000870574,0.068658406,-0.00448555,0.001345206,-0.029860181,0.00724423,0.006932218,0.045245227,0.328063669,-0.013635765,0.036403018,0.014350227,-0.016557016
1966-02-14,1.668962,259584.0,0.3,-0.001218028,0.29861594,-0.008622934,0.000696104,0.011048106,0.012834303,0.012852797,0.015018452,0.333420579,0.010572958,0.024547402,0.009149496,-0.019331036
1966-02-15,1.680212,361920.0,0.394230769,-0.001095928,-0.399256766,0.000924795,-0.004027409,-0.001890097,0.022438074,0.001347904,0.014734889,0.300143415,-0.004692562,0.043312734,-0.009908,-0.000660431
1966-02-16,1.706467,288288.0,-0.203448276,0.000812265,0.238092452,-0.000329587,7.92e-05,-0.047414853,0.026673602,0.006066937,0.01008297,0.270109639,-0.010788905,-0.031363363,0.012876593,-0.010056532
1966-02-17,1.704592,198432.0,-0.311688312,0.000880828,0.295103183,-0.003206067,-0.001999061,-0.008842862,0.012896523,0.010545306,0.000569832,0.300853389,0.019208029,0.002271012,0.062669346,0.021669767
1966-02-18,1.695217,180960.0,-0.088050314,0.000647237,-0.063543895,-0.002309136,0.002230362,0.001090432,0.003549635,0.023912179,0.016657966,0.313159548,-0.013169064,0.005328914,0.004741357,-0.040760605
1966-02-21,1.657711,339456.0,0.875862069,-0.000280057,0.211364913,0.004485267,0.006262623,0.037942887,0.027451278,0.016166729,0.00579854,0.314527207,0.012474271,-0.015504377,0.006465859,-0.004488425
1966-02-23,1.668962,293280.0,-0.136029412,0.000520781,-0.331001333,0.005794447,0.002459409,0.018420951,0.002556499,0.014270492,0.024663531,0.318890227,0.019131623,-0.006429263,0.031155341,-0.006707401
1966-02-24,1.650209,245856.0,-0.161702128,-0.000732812,0.642241033,0.000143072,0.003339135,0.038283983,0.052084149,0.030323542,0.001047648,0.364952495,0.019507799,-0.008492814,-0.004853686,0.012259908
1966-02-25,1.65396,188448.0,-0.233502538,0.000296774,-0.20334061,0.005293563,-0.00181862,0.004298567,0.00198674,0.004740657,0.002778764,0.358343595,0.012989627,-0.017953348,0.025693069,-0.014475362
1966-02-28,1.635207,279552.0,0.483443709,-0.000800711,-0.31550716,0.001095744,-0.000266166,-0.017872258,0.007870468,0.012584431,0.003788032,0.343924482,-0.02915149,-0.011194281,-0.022199437,-0.018797336
1966-03-01,1.622081,365664.0,0.308035714,-0.001104172,-0.438454012,-0.00596399,0.000728654,-0.000899031,0.000508788,0.001555096,0.000791444,0.341022763,-0.003034059,-0.004161885,-0.002102571,-0.007281293
1966-03-02,1.610829,297024.0,-0.187713311,0.001273801,-0.009454919,-0.004836456,-0.000545993,0.042024864,0.000186417,0.0131578,0.003244231,0.339038435,-0.057552897,0.027351062,0.009425413,-0.03511983
1966-03-03,1.625832,472992.0,0.592436975,-0.000899248,-0.068197519,-0.00023848,-0.00127691,0.017463653,0.004597029,0.004108474,0.028056832,0.341814443,-0.022330317,0.001537661,0.029354737,0.048532382
1966-03-04,1.625832,272064.0,-0.424802111,0.001217093,0.267617946,-0.008691498,-0.000663386,0.004033944,0.008597176,0.006420782,0.00404134,0.370392695,0.018172042,0.014569469,0.017494604,0.010392222
1966-03-07,1.597703,303264.0,0.114678899,-0.000645042,-0.0584344,-0.005947404,-0.000276159,-0.039302922,0.01097854,0.031131839,0.003190603,0.381825375,-0.010210185,-0.016418732,0.040137974,0.002583768
1966-03-08,1.635815,341952.0,0.127572016,-0.001238843,0.419140781,0.006808731,-0.003494456,0.009750804,0.030010634,0.015119158,0.025267378,0.413842959,0.000870241,-0.007921207,0.000482729,-0.024325436
1966-03-09,1.639587,154752.0,-0.547445255,-0.00017738,0.031554559,-0.002639633,-0.001104124,-0.009967521,0.020849651,0.008987921,0.007696257,0.397031928,0.025217215,-0.011652217,0.006550152,0.00551423
1966-03-10,1.645249,274560.0,0.774193548,0.00088223,-0.42404827,-0.006676005,-0.002122246,-0.008903417,0.007436205,0.011178112,0.012688447,0.407842044,-0.0057803,-0.008348942,0.021638643,0.007079723
1966-03-11,1.654682,364416.0,0.327272727,0.001799073,0.366368154,-0.000748145,-0.005193423,-0.011207745,0.008904204,0.046875547,0.009265513,0.406654021,0.025401803,0.004890531,0.011804839,0.003706602
1966-03-14,1.618833,192192.0,-0.47260274,0.000843793,-0.317096546,0.00067865,0.002077244,0.015063793,0.00223449,0.019174252,0.00788751,0.419234565,-0.037528979,-0.018108163,-0.008562765,0.003415336
1966-03-15,1.628268,219648.0,0.142857143,0.001386944,0.527161949,-0.007553569,0.002509178,0.002816655,0.015918837,0.028698324,0.008109896,0.434438137,-0.01219016,0.005699839,-0.022117969,0.004575502
1966-03-16,1.643363,252096.0,0.147727273,0.000544886,0.339548038,-0.005774736,-0.003783709,0.036455994,0.023907539,0.00064474,0.004042969,0.4213417,0.02304411,0.000574021,0.028972316,-0.003068916
1966-03-17,1.658457,189696.0,-0.247524752,3.76e-05,-0.296898149,-0.012612096,-0.000242805,0.001946254,0.017136828,0.04663494,0.025813631,0.396039998,0.013616413,0.032224281,0.016158359,0.001366686
1966-03-18,1.656569,213408.0,0.125,9.06e-05,-0.086323441,0.008001602,-0.003836957,-0.018675193,0.006283369,0.003136823,0.019600782,0.390241844,-0.060954622,-0.002950108,0.082078207,-0.023645217
1966-03-21,1.66223,185952.0,-0.128654971,0.001297372,-0.253634206,-0.001225685,0.00176003,2.51e-05,0.012958624,0.001997232,0.048678083,0.367542438,-0.025698481,-0.00580048,0.007999152,-0.00977128
1966-03-22,1.66223,237120.0,0.275167785,-0.000790029,-0.415353804,0.004323257,-0.007504442,-0.028233663,0.03388684,0.005769545,0.026683488,0.374637688,-0.015709654,0.016196157,0.007027994,-0.021797836
1966-03-23,1.652797,199680.0,-0.157894737,-0.000406591,-0.065839071,0.006544984,0.003988139,0.014550522,0.007427727,0.011248061,0.011331551,0.360445301,-0.015470757,0.048810935,0.053420017,0.01126528
1966-03-24,1.654682,250848.0,0.25625,-0.000799059,0.508486414,0.005266856,-7e-05,0.008341382,0.01300664,0.007568967,0.029959981,0.37299912,0.007412405,-0.010630466,-0.014165944,0.011682019
1966-03-25,1.656569,254592.0,0.014925373,0.000637411,0.133230508,0.002028829,0.002176639,0.008156887,0.042669176,0.00609647,0.012843469,0.343379419,0.007487376,-0.004512809,-0.001088219,-0.014289451
1966-03-28,1.669777,195936.0,-0.230392157,0.000240121,-0.311739552,-1.69e-05,0.004217869,-0.038951059,0.05607777,0.006266373,0.002949521,0.362843413,-0.002858319,0.034439386,-0.02605643,-0.033990625
1966-03-29,1.666003,202176.0,0.031847134,-0.000161892,0.224283896,0.002051676,-0.007365521,0.030499172,0.031571459,0.017816669,0.009252643,0.382395579,-0.005694754,-0.007882154,0.018971104,-0.019955961
1966-03-30,1.652797,162240.0,-0.197530864,0.000463364,-0.047800559,0.011538265,-0.000137715,-0.01476567,0.004034454,0.013739514,0.029630012,0.403702644,0.069091188,-0.033268732,0.007280457,-0.002259767
1966-03-31,1.652797,259584.0,0.6,-0.001145521,-0.062910795,-2.9e-06,0.001153919,0.059254937,0.027016204,0.00571157,0.005720466,0.413731611,-0.001655436,0.005328788,0.001873346,-0.021335452
1966-04-01,1.656569,217152.0,-0.163461538,-0.000715318,-0.16121729,0.002381329,0.000373844,0.015940804,0.050527633,0.021502955,0.002914578,0.418008825,0.009760808,0.001386872,0.015542355,-0.020146616
1966-04-04,1.643363,180960.0,-0.166666667,-0.001629423,0.105705284,-0.013482972,0.00263021,0.001232963,0.029482992,0.00288305,0.004853174,0.405670739,0.008121582,5.98e-05,-0.005514185,0.009155311
1966-04-05,1.643363,254592.0,0.406896552,0.000211248,0.402083842,0.000255223,0.006843847,-0.000180458,0.0034366,0.005640005,0.02572637,0.412285296,0.013314372,0.010354517,-0.011448396,0.014279674
1966-04-06,1.635815,293280.0,0.151960784,-0.001815919,0.287649227,-0.004482863,-0.001454023,0.000584131,0.016697891,0.003686141,0.049555702,0.391000495,0.013047211,0.012424135,0.012575721,0.013300213
1966-04-07,1.647135,260832.0,-0.110638298,-0.000616509,-0.196196839,0.012147934,0.004033182,0.021843265,0.054545582,0.006712212,0.016647955,0.400509159,-0.019990927,-0.015612126,-0.003925459,-0.0155604
1966-04-11,1.637702,175968.0,-0.325358852,-0.002063838,0.072764735,0.001018724,0.004995136,0.003881498,0.011943241,0.009111413,0.008913771,0.405413719,-0.001682996,-0.010168752,-0.007734418,0.002852228
1966-04-12,1.637702,189696.0,0.078014184,-0.000665504,-0.210837868,-0.010295565,-0.000915155,0.010004046,0.006031718,0.000172389,0.033900833,0.405432319,0.005232127,0.028325253,0.019082622,0.016894276
1966-04-13,1.649022,148512.0,-0.217105263,0.000427106,-0.168928469,0.009147408,0.002435848,-0.020204588,0.017804039,0.039917387,0.011695215,0.405665502,0.059545762,-0.013938098,0.015702295,0.014534325
1966-04-14,1.666003,209664.0,0.411764706,-0.000356187,0.073674411,-0.004067329,0.002136316,-0.01086043,0.008319286,0.043375836,0.024413225,0.414357624,-0.061404052,-0.003138629,0.018895929,0.004926099
1966-04-15,1.671662,410592.0,0.958333333,0.00092199,0.047334525,0.005051321,-0.002472461,-0.035833586,0.02574139,0.000361688,0.005004213,0.397136176,0.004776742,0.040139546,0.003441402,0.012349323
1966-04-18,1.664116,268320.0,-0.346504559,0.000869698,0.661849872,0.004666781,-0.000534529,-0.004885785,0.014052197,0.003332093,0.012155287,0.367813457,-0.103285029,0.011487046,-0.001570857,-0.008307544
1966-04-19,1.684871,267072.0,-0.004651163,-0.001757153,0.130309199,0.003988211,0.00196847,-0.079923058,0.011982419,0.000921655,0.039833084,0.401567204,0.003740037,0.026365034,0.015255894,0.006691331
1966-04-20,1.730153,222144.0,-0.168224299,-0.000135801,0.176216698,-0.005020372,-0.001745643,-0.009770744,0.002070019,0.005612127,0.038377113,0.424484945,-0.016246561,0.017013349,0.013408812,0.017548621
1966-04-21,1.781096,279552.0,0.258426966,0.001223741,0.261768449,-0.006022306,0.004106962,0.014937628,0.015102462,0.032127036,0.040555277,0.409905341,-0.003019755,-0.034596419,-0.020904744,-0.005162502
1966-04-22,1.773547,229632.0,-0.178571429,-0.00026677,-0.048695309,0.006106525,-0.003521596,-0.006898661,0.022154948,0.034892737,0.004201542,0.437751882,-0.007453842,0.013136332,-0.009028093,0.007854631
1966-04-25,1.760342,154752.0,-0.326086957,0.000750779,0.08702487,-0.008759529,0.000256261,0.025009127,0.017206114,0.004760273,0.023662964,0.398461203,-0.030976354,0.040345066,0.031610342,0.011445468
1966-04-26,1.764115,174720.0,0.129032258,-0.000129726,0.12104606,-0.001125002,-0.005601068,-0.026267828,0.01922781,0.001252728,0.027022737,0.405073426,-0.016199655,0.01626055,-0.02073045,0.032082301
1966-04-27,1.77921,154752.0,-0.114285714,-0.000987501,-0.499422349,0.004560506,-0.005205266,-0.030081731,0.005008817,0.03420903,0.013291377,0.439353691,-0.003868972,0.039083386,0.01190244,0.033580118
1966-04-28,1.756566,272064.0,0.758064516,4.93e-05,-0.001834383,0.002914132,0.000803353,6.4e-05,0.014213612,0.016453157,0.039701183,0.433718267,0.005412502,0.01847461,5.52e-05,-0.000624456
1966-04-29,1.733927,112320.0,-0.587155963,0.000542757,-0.004571436,-0.000338647,0.001521369,0.013564588,0.016288789,0.017627147,0.006126344,0.457585628,0.014981735,0.036896713,0.029206018,0.013751456
1966-05-02,1.703738,118560.0,0.055555556,0.000757187,0.011665967,-0.007823702,-0.005108308,0.016982451,0.013274109,0.017468309,0.006395198,0.480143493,-0.003055517,0.02110637,0.021762875,0.00913039
1966-05-03,1.705626,133536.0,0.126315789,-0.0009779,-0.354764719,-0.002052527,-0.004465226,0.004047577,0.021130689,0.01134201,0.060159581,0.479626124,-0.003205454,0.00503278,-0.02841156,-0.02094217
1966-05-04,1.682982,154752.0,0.158878505,-6.65e-05,0.11179534,-0.006545871,0.005067462,0.026521744,0.020537731,0.002967954,0.020738372,0.493391897,0.024794229,0.007809763,0.046287413,-0.023784341
1966-05-05,1.686757,156000.0,0.008064516,0.002206094,-0.254747612,0.004995219,-0.002459886,-0.000273192,0.001240951,0.007645931,0.017186057,0.495422449,-0.017541827,0.034372372,-0.056493094,0.002140463
1966-05-06,1.671662,280800.0,0.8,-0.000717755,-0.282659608,0.00489115,-0.000111953,-0.00554599,0.034314496,0.017026337,0.000299858,0.496710143,0.020696732,-0.005836998,0.029115942,0.002465492
