Date,Y,ft1,ft2,ft3,ft4,ft5,ft6,ft7,ft8,ft9,ft10,ft11,ft12,ft13,ft14,ft15
1962-02-02,1.014367,184704.0,-0.424124514,0.001365738,0.350037262,0.001196175,-0.000609835,0.001920978,0.001559454,0.005808984,0.015221034,0.006216122,0.0004595,-0.003461991,-0.01342774,0.02489066
1962-02-05,0.995739,175968.0,-0.047297297,0.000497282,0.240088524,-0.001809284,0.00042237,-0.00350669,0.006494802,0.026483263,0.02166983,0.018512941,0.003576816,0.009166264,-0.000450241,0.002524853
1962-02-06,1.005899,129792.0,-0.262411348,-0.0020377,-0.094760575,0.001217088,-0.00555525,-0.004729868,0.002615474,0.000745913,0.003597042,0.033283015,-0.01942601,0.012946329,0.003044968,0.000873596
1962-02-07,1.01606,210912.0,0.625,0.00194323,-0.359842266,-0.004933705,0.003925369,0.00116502,0.003698298,0.002912025,0.017992028,0.045056566,0.013395414,-0.011216088,0.007498424,-0.017174543
1962-02-08,1.022833,219648.0,0.041420118,0.000617857,-0.096155773,-0.001543318,-0.001941831,0.002679964,0.001716229,0.012233923,0.021885886,0.043144372,0.012634384,0.005645412,0.015141689,-0.005303105
1962-02-09,1.017754,188448.0,-0.142045455,-0.000258369,-0.311222037,0.007840305,0.000640877,0.008338986,0.020567349,0.060729697,0.011708442,0.056073473,-0.003566645,0.021974703,-0.042961146,0.014233849
1962-02-12,1.017754,102336.0,-0.456953642,0.000847485,-0.286040991,0.002893275,-0.000227664,-0.000829198,0.055336212,0.00763935,0.013675276,0.057215537,-0.01784314,0.005690382,0.001026668,0.008610915
1962-02-13,1.029608,151008.0,0.475609756,-0.000238291,0.105639813,0.00393576,0.001199655,-0.007430669,0.020740878,0.013170621,0.001502748,0.063952459,-0.008073658,0.024390269,0.006456095,-0.010939033
1962-02-14,1.038075,202176.0,0.338842975,-0.001399859,0.396863085,0.003596489,-0.000376322,0.04587005,0.02377807,0.015164081,0.055065892,0.084156783,-0.024497757,0.001348223,0.017167733,-0.005392216
1962-02-15,1.053316,233376.0,0.154320988,0.001645595,0.320463073,-0.003595261,-0.003008758,0.00712225,0.035673297,0.016946919,0.051654579,0.080408664,0.012868026,0.009394142,0.011090927,0.012018677
1962-02-16,1.046543,292032.0,0.251336898,0.001344036,-0.031602057,0.005720169,0.00117431,-0.001149715,0.019483059,0.004883376,0.006588564,0.092678663,-0.000600594,-0.009556764,0.016164168,-0.00610464
1962-02-19,1.038075,194688.0,-0.333333333,-0.001708088,-0.067647127,0.005631767,-0.000725756,-0.078831125,0.03878938,0.134212483,0.013522692,0.088789988,0.010102743,-0.002580661,0.101190124,0.034233645
1962-02-20,1.036382,133536.0,-0.314102564,0.000758722,-0.080265867,0.001464129,-0.003744215,0.009052408,0.011053657,0.010189473,0.006827176,0.085138135,0.02170631,-0.000362534,0.01720651,-0.008212735
1962-02-21,1.032995,134784.0,0.009345794,-0.000260702,0.158715569,-0.004642219,0.000586531,-0.002814989,0.001102263,0.008962313,0.014125338,0.086662007,-0.02115621,-0.002778241,-0.002680496,-0.014605532
1962-02-23,1.022833,203424.0,0.509259259,-0.000265519,-0.126443935,0.001830914,-0.007803481,0.020029468,0.005477022,0.010597841,0.0045961,0.097323833,0.006437037,-0.004607322,0.010315389,0.001529555
1962-02-26,1.009287,157248.0,-0.226993865,0.001215001,0.390145148,0.003432004,-0.003767418,0.013330391,0.005269626,0.002370438,0.005513341,0.092529426,-0.031881383,0.022255184,0.019808667,0.01670998
1962-02-27,1.01606,116064.0,-0.261904762,-3.69e-05,-0.299395123,0.002317694,0.00234217,0.007458044,0.006013517,0.012994118,0.064106356,0.109612486,0.002357179,0.017745832,-0.013171661,0.045508419
1962-02-28,1.01098,207168.0,0.784946237,-0.0010479,0.348179646,-0.002918473,-0.000158587,-0.030449037,0.00473989,4.36e-05,0.034096355,0.113280164,0.026330068,-0.000892377,0.006303977,0.028896674
1962-03-01,1.029608,113568.0,-0.451807229,0.000116651,0.430524699,0.000311235,0.00168179,-0.021941881,0.003782179,0.012564621,0.002905152,0.15385226,0.010706306,-0.019746285,0.01202394,0.01655935
1962-03-02,1.036382,157248.0,0.384615385,-0.000781477,-0.205151709,-0.001893093,0.000682684,-0.012160927,0.055391879,0.00379143,0.024718815,0.139019414,-0.012070682,0.00855883,-0.005468472,0.001023734
1962-03-05,1.038075,173472.0,0.103174603,1.66e-05,-0.097781702,0.001536492,0.002548667,0.003190142,0.000600784,0.001254528,0.002087987,0.114082898,0.018147242,-0.017972587,0.023819037,-0.016360237
1962-03-06,1.022833,117312.0,-0.323741007,0.000294308,0.315994079,-0.000621477,0.004110166,0.012050821,0.024334614,0.011318681,0.027117216,0.133135376,-0.005817762,-0.009608774,-0.011562464,-0.018280768
1962-03-07,1.029608,126048.0,0.074468085,-0.001290094,0.336216167,-0.001200712,-0.00489454,-0.014618546,0.014666603,0.014560939,0.009219043,0.136809839,0.024907895,-0.00835592,-0.011428956,0.001072568
1962-03-08,1.044848,220896.0,0.752475248,-0.001109765,0.583250841,0.001646585,-0.004303465,0.010730504,0.014975042,0.024390199,0.000154592,0.125865445,0.009758026,-0.035145697,0.012886633,-0.018928329
1962-03-09,1.06009,247104.0,0.118644068,-0.000248312,-0.010441373,0.007240693,-0.002475458,0.018306818,0.010540341,0.011672003,0.037617269,0.10269837,0.001125014,0.020386154,-0.02474237,0.002166742
1962-03-12,1.061784,263328.0,0.065656566,0.001069597,0.194015838,0.005942644,0.001827098,0.011007023,0.004216626,0.004425742,0.012652053,0.096253523,0.029047638,-0.001358319,0.010370738,0.011047359
1962-03-13,1.063488,160992.0,-0.388625592,-0.001333393,0.083188268,0.00601836,-0.001458628,-0.006445207,0.026605857,0.03668865,0.001199297,0.068919376,-0.022342187,-0.010735605,-0.082158509,-0.016528083
1962-03-14,1.058374,136032.0,-0.15503876,-0.000385377,0.170778774,0.00163309,0.002252356,0.031660093,0.020796779,0.017547714,0.056230935,0.074042006,0.016070805,-0.001297644,-0.006360105,0.042947984
1962-03-15,1.061784,235872.0,0.733944954,0.001272186,0.030329068,0.003586388,0.001214948,-0.021821856,0.004656401,0.025873939,0.004585506,0.075008208,0.007896929,-0.003824476,0.020284387,-0.010874396
1962-03-16,1.068601,129792.0,-0.44973545,0.000315067,-0.463792604,-0.002164324,-0.002146156,-0.002534145,0.015800422,0.012176987,0.003219546,0.108040548,-0.002647332,0.010270731,-0.00437819,0.010984072
1962-03-19,1.05667,138528.0,0.067307692,-0.001051136,0.62166886,-0.004084629,-0.004751436,-0.010119369,0.029652115,0.000417845,0.006358445,0.135572384,8.57e-05,-0.003727999,0.006260895,0.001415243
1962-03-20,1.05667,106080.0,-0.234234234,0.000835509,0.200526011,-0.000845555,0.005907221,0.05268352,0.00632314,0.009361554,0.021638079,0.106268693,-0.001188859,0.01237016,-0.013440129,0.005515249
1962-03-21,1.054966,200928.0,0.894117647,0.000677284,-0.463802597,-0.003935443,-0.003042448,0.058471134,0.013359455,0.005046534,0.068319888,0.110471341,-0.056778945,-0.018892642,-0.011930188,-0.009848855
1962-03-22,1.049853,127296.0,-0.366459627,-0.000685754,0.10587034,0.007691773,0.002832943,0.004116151,0.076455669,0.007186684,0.003576276,0.128747182,-0.012534823,0.013805207,-0.000374026,0.014035841
1962-03-23,1.063488,159744.0,0.254901961,-0.000465325,-0.144415276,-0.00335119,-0.000380487,-0.04236999,0.021350191,0.001280358,0.014144369,0.120216273,0.0105767,-0.016141217,-0.006782899,-0.014646975
1962-03-26,1.046445,144768.0,-0.09375,-0.00091669,0.192945035,-0.002575734,0.000681996,-0.00694224,0.003968427,0.001654219,0.017435764,0.140947867,-0.0003473,-0.00779692,0.012622948,0.013195876
1962-03-27,1.054966,156000.0,0.077586207,0.000701764,0.292979396,-0.008978558,0.004107658,0.045410768,0.01397946,0.016161557,0.012481401,0.122852162,0.00760852,0.011774785,-0.017532885,0.003286556
1962-03-28,1.061784,165984.0,0.064,0.000172427,-0.105368727,-0.007184997,0.000898728,0.001367238,0.003206435,0.018639379,0.005282457,0.096420088,-0.000191883,0.009615449,0.006182549,-0.011767413
1962-03-29,1.060079,146016.0,-0.120300752,-0.000891729,0.433867017,0.010384762,-0.00314193,-0.002243235,0.081616115,0.004466201,0.002533282,0.109884265,-0.038887444,-0.007907454,-0.053029574,-0.000861534
1962-03-30,1.048149,183456.0,0.256410256,-0.000400027,0.191656688,0.000548008,-0.002385908,0.023063029,0.029337947,0.022826084,0.025876756,0.095013721,0.003296183,-0.015549497,-0.032596477,0.023961185
1962-04-02,1.043036,142272.0,-0.224489796,0.000393189,0.410947909,0.005421344,0.003249691,-0.001696914,0.020505118,0.001179351,0.003560788,0.115074343,0.014951566,0.009160675,0.02089611,-0.018564965
1962-04-03,1.031106,212160.0,0.49122807,-0.001637631,-0.159257314,0.006264688,8.14e-05,0.14565081,0.0161659,0.038120791,0.000279945,0.127202418,-0.00401192,0.003536476,0.000879649,-0.040403029
1962-04-04,1.03281,170976.0,-0.194117647,-0.001220003,0.028743647,0.00204648,0.000965606,0.001907236,0.015897611,0.035818098,0.038260657,0.153791785,0.003871069,0.002977657,-0.004643651,-0.019492311
1962-04-05,1.041331,220896.0,0.291970803,-0.001726228,-0.464888843,-0.003945059,-0.005142831,0.003488809,0.019679257,0.069711743,0.007222928,0.159614483,-0.024951606,0.006898531,0.008156589,0.015322112
1962-04-06,1.034515,175968.0,-0.203389831,-0.000722797,-0.116551189,-0.002762863,-0.001544125,0.019932623,0.01676416,0.001985675,0.0488964,0.181414736,-0.023289962,0.013478015,-0.008927091,0.037539519
1962-04-09,1.03281,148512.0,-0.156028369,0.001268764,0.301303538,-0.006727631,0.002308943,-0.056367305,0.02465507,0.029307573,0.022541725,0.190866078,0.005270036,0.022510427,0.056313384,-0.012848648
1962-04-10,1.017471,178464.0,0.201680672,0.000225602,-0.350717732,0.010341851,-0.000588168,0.016282739,0.010365681,0.001786671,0.00377116,0.20334641,0.049867651,0.020310331,0.029477601,-0.006939892
